cpg,chr,pos
cg17012806,chr8,37791064
cg25392814,chr1,71092902
cg15354877,chr12,75708710
cg21379546,chr7,1585351
cg08870003,chr6,14104068
cg05177805,chr11,702668
cg01608842,chr1,206446001
cg01641115,chr6,70839994
cg04208312,chr3,185082904
cg12565355,chr19,35743824
cg15754132,chr9,105370825
cg05834353,chr16,16114882
cg23289957,chr5,177051046
cg06626759,chr14,35539903
cg27102995,chr7,28181575
cg01982884,chr12,108704426
cg23202543,chr17,45893656
cg03426349,chr3,155290153
cg19808323,chr11,44951420
cg00412142,chr2,96837783
cg25988912,chr1,119225975
cg21948636,chr1,16179336
cg05513583,chr10,3787264
cg04318215,chr9,128827188
cg27233364,chr1,6889536
cg16120196,chr1,3006005
cg20947651,chr15,80563133
cg20078288,chr21,36245124
cg25423111,chr14,24206731
cg00740389,chr12,53196664
cg08784147,chr3,160507224
cg04173384,chr1,155731952
cg09357761,chr14,61466341
cg07635928,chr9,96502768
cg22504528,chr22,26555403
cg15385345,chr15,40486820
cg24018485,chr20,37995177
cg25137590,chr4,152321469
cg14702309,chr5,31153822
cg16049362,chr9,33419928
cg08978750,chr7,1047181
cg20282677,chr6,2910045
cg23375948,chr7,2066235
cg06634596,chr7,24834678
cg09795614,chr5,140661936
cg09416598,chr5,656089
cg12982124,chr6,85632448
cg20376545,chr20,36816496
cg15775787,chr19,29617166
cg12647400,chr7,35624386
cg24051040,chr1,42032135
cg01207100,chr7,155500430
cg24659646,chr11,48901122
cg13083776,chr1,51955108
cg10488006,chr11,112332227
cg07518214,chr1,116946397
cg19816586,chr12,79402527
cg08496428,chr3,12898933
cg22999532,chr12,31369447
cg16904377,chr1,30942806
cg09398756,chr16,11407301
cg06162728,chr1,25412167
cg15741156,chr11,79190211
cg22640750,chr14,95229760
cg00846240,chr14,72925370
cg11654882,chr9,35812682
cg19977628,chr5,1261957
cg03906073,chr8,73047185
cg21492306,chr3,45592246
cg14130337,chr4,24530254
cg13265730,chr7,138238175
cg01192453,chr7,47677151
cg17784606,chr1,1255178
cg19900226,chr17,30293583
cg14249212,chr12,104250096
cg11155016,chr4,3026188
cg22225918,chr12,52587758
cg24448128,chr7,43466595
cg06083463,chr1,194976032
cg26053469,chr13,43072058
cg01164584,chr8,66542105
cg00314943,chr2,232406040
cg18957501,chr22,23904777
cg09725686,chr11,63618507
cg04837991,chr2,102718970
cg13293246,chr2,127060525
cg00930244,chr7,39830923
cg25700931,chr3,128320235
cg02817143,chr5,157334722
cg26477387,chr6,87263448
cg09882209,chr3,114351259
cg12832282,chr8,124741185
cg02503633,chr10,132201032
cg20667330,chr4,82403312
cg15671915,chr18,21825747
cg20464383,chr15,29207275
cg15194088,chr11,58403558
cg07861806,chr2,70006124
cg22272240,chr12,4328796
cg19153329,chr8,109457919
cg10996109,chr19,3637311
cg20456564,chr4,122379255
cg11060092,chr16,16148438
cg04827593,chr10,31127840
cg06758077,chr2,27375900
cg01649350,chr3,49298684
cg13517213,chr2,210555022
cg15681981,chr17,44755960
cg04843257,chr3,139690011
cg04598726,chr14,102734004
cg19997318,chr10,89413519
cg10993576,chr12,55873507
cg25869950,chr2,96114030
cg15964898,chr12,9333608
cg04338983,chr12,101714601
cg00609826,chr1,25949637
cg07306685,chr17,37615142
cg22687413,chr1,11670373
cg16709893,chr7,107965827
cg14278847,chr15,100632878
cg14068496,chr4,8367059
cg07660543,chr7,28225191
cg12633766,chr7,157290940
cg20103078,chr15,94855690
cg08290943,chr12,6581786
cg21904709,chr5,112879098
cg08245710,chr18,56861259
cg04268442,chr15,74797811
cg24050537,chr22,23816317
cg17936229,chr2,175834906
cg06279626,chr17,32485960
cg06894149,chr20,41526614
cg24184684,chr17,29940368
cg09900314,chr12,120533550
cg21381504,chr2,240309052
cg12756093,chr1,114696700
cg07501747,chr18,46101542
cg19377674,chr15,66298000
cg15921745,chr19,10666572
cg25122413,chr11,125685797
cg22792552,chr17,78537393
cg17576104,chr3,142222437
cg22019742,chr11,44178265
cg05236207,chr3,150020793
cg09359751,chr2,97757305
cg21166047,chr9,7478187
cg15686474,chr8,29875031
cg26776061,chr9,93635721
cg19225391,chr14,92051423
cg05939149,chr2,43758967
cg10166151,chr14,92926022
cg14222474,chr1,2355173
cg22935203,chr3,7451401
cg10468580,chr17,81900142
cg02739893,chr15,43977824
cg20865961,chr3,49304333
cg05824416,chr2,232662694
cg00268219,chr9,36402456
cg13499648,chr3,50487501
cg02649474,chr16,30661782
cg04792447,chr10,70491968
cg11380499,chr7,76029797
cg13132380,chr20,62254672
cg16811248,chr20,61519737
cg06058262,chr5,1069609
cg26677322,chr11,44957093
cg10124779,chr8,79831771
cg23882417,chr14,106283655
cg22102357,chr2,3974167
cg17569332,chr19,7559095
cg25871103,chr1,180623512
cg16805483,chr2,11612927
cg01724753,chr7,100160115
cg05031034,chr15,65118684
cg26143141,chr4,7739094
cg12706986,chr14,51919707
cg08540096,chr19,2755549
cg05902968,chr10,124703579
cg25750018,chr22,20787371
cg04231718,chr9,69194162
cg07132966,chr1,68276554
cg05051171,chr21,42867116
cg14727165,chr6,137784248
cg04517125,chr19,5958908
cg01865519,chr2,208240168
cg00590481,chr4,173992115
cg14840163,chr8,23064024
cg26335688,chr3,131053013
cg00383796,chr1,5670530
cg05445477,chr16,57461738
cg11646259,chr7,33987045
cg22852570,chr8,98891167
cg11521318,chr22,40176840
cg23680411,chr12,40033960
cg27200429,chr4,49162962
cg13482327,chr19,41087556
cg19484995,chr11,134097345
cg25686479,chr1,92271808
cg25092563,chr15,51203701
cg07622457,chr20,58492170
cg09813639,chr20,840773
cg09458009,chr7,2408995
cg22695874,chr7,123660576
cg14082874,chr8,89824542
cg24311909,chr14,20462614
cg22064390,chr7,2575913
cg02363168,chr2,158995248
cg02481280,chr12,94409163
cg13771523,chr11,12864021
cg18952015,chr3,141407228
cg17417618,chr1,192766467
cg05282968,chr6,168027797
cg23691040,chr3,167865609
cg21942546,chr7,73740027
cg16174225,chr1,1333089
cg20733250,chr11,120506373
cg14793427,chr3,122701061
cg06002983,chr1,28422700
cg01822102,chr16,1554979
cg11828115,chr10,70467932
cg19610007,chr19,41944882
cg03688381,chr2,7769354
cg15402255,chr4,88050995
cg23525758,chr3,52486606
cg19798199,chr8,38232991
cg22259724,chr17,7576562
cg18532267,chr11,8735391
cg03970153,chr21,31630143
cg25996571,chr11,60465181
cg25998705,chr2,37802711
cg21167106,chr8,8381778
cg04170853,chr16,2445398
cg06553368,chr6,111500390
cg02634861,chr1,10697897
cg12329933,chr5,60672246
cg13423469,chr10,115096651
cg17251384,chr4,36332007
cg02657046,chr6,138223022
cg00245885,chr5,135344449
cg10674017,chr2,3198205
cg08935725,chr20,53608210
cg08282924,chr20,48806692
cg15082473,chr13,114036111
cg01550607,chr12,1715777
cg20430861,chr10,87675356
cg26384424,chr10,3503683
cg06369005,chr5,27038739
cg12520340,chr1,212356621
cg19372128,chr7,152157875
cg10664618,chr12,57185683
cg21562812,chr11,88308323
cg18117149,chr6,41778778
cg16404723,chr7,47936875
cg22838399,chr5,107577084
cg27482571,chr12,42085752
cg21913775,chr1,19114438
cg09356750,chr19,4691008
cg10538377,chr3,196140154
cg26230138,chr2,97765073
cg11674407,chr22,25064987
cg05751905,chr3,185491287
cg15921089,chr21,41853689
cg07549924,chr4,54142
cg17881042,chr17,80218209
cg21500895,chr12,107580519
cg25972022,chr15,63723280
cg12095186,chr19,10504421
cg22620071,chr5,113807057
cg04999262,chr3,127297144
cg16415691,chr9,113485620
cg04338556,chr15,31026083
cg20157572,chr13,113459980
cg17065758,chr8,130047002
cg07258849,chr1,59194947
cg08255057,chr13,107034626
cg01867994,chr2,131522730
cg08056728,chr17,78799729
cg15424816,chr9,92746994
cg16861338,chr5,109877715
cg11268267,chr15,93523902
cg16152954,chr14,21432912
cg17066575,chr18,21509260
cg05792753,chr6,31691892
cg17381798,chr2,1757536
cg22389991,chr18,10544350
cg17468390,chr6,3830826
cg23264236,chr17,20874306
cg04910662,chr16,73049115
cg07072279,chr1,201986831
cg08678693,chr3,26694252
cg08114142,chr16,17251637
cg23986158,chr1,8786955
cg01002716,chr3,188585618
cg12869254,chr3,113956800
cg09307367,chr18,52343114
cg17996596,chr3,9809488
cg16910896,chr9,110985529
cg19372359,chr6,29607351
cg21543181,chr6,17883053
cg16017414,chr1,221030358
cg18579312,chr9,121571614
cg00597118,chr8,102858147
cg03917515,chr16,53431427
cg18442685,chr5,17670333
cg26340159,chr15,80057677
cg26119382,chr1,155591300
cg27518884,chr11,6783711
cg14023449,chr19,43838682
cg21547824,chr12,132726738
cg09412344,chr8,71674496
cg15122841,chr2,239260196
cg11821702,chr9,5891258
cg22947570,chr16,52608527
cg11857748,chr13,99262044
cg26588072,chr11,34470705
cg16509863,chr19,58198518
cg08598966,chr10,125899434
cg13484329,chr12,109905018
cg18585560,chr14,69769829
cg18461436,chr3,149379041
cg06659980,chr1,3213971
cg10634317,chr19,56146485
cg09393834,chr15,60834732
cg10535426,chr19,1556639
cg16307130,chr4,138064227
cg06343094,chr2,239155861
cg04307162,chr1,44987390
cg26819633,chr15,47762113
cg00041641,chr1,151052138
cg25209860,chr10,84438347
cg23020213,chr3,18234658
cg20923877,chr4,184399672
cg16299537,chr7,47298643
cg03257107,chr10,95754518
cg18712755,chr6,31632865
cg00374105,chr6,34875802
cg03045067,chr16,72785355
cg23828635,chr10,14600922
cg27327073,chr5,94787999
cg25586305,chr2,233373044
cg01087208,chr20,61919864
cg14979079,chr3,17045586
cg19959120,chr1,57877329
cg08352444,chr11,134525289
cg22875239,chr15,68106883
cg09402796,chr7,135798600
cg14911222,chr9,129683840
cg08423575,chr1,22500307
cg04996921,chr15,68614885
cg14924278,chr10,121989407
cg16004231,chr12,111754931
cg21368429,chr20,30412028
cg17611967,chr21,36472084
cg17283526,chr1,214648546
cg14105835,chr6,33237681
cg13882439,chr5,131230177
cg27547967,chr1,46901058
cg05194545,chr10,31807188
cg27491609,chr17,64783489
cg06880494,chr7,147432043
cg17280340,chr11,66876994
cg11652564,chr3,143648378
cg23280953,chr4,98172937
cg25849029,chr1,3360222
cg22727297,chr6,33304594
cg13017603,chr2,20090459
cg26918105,chr5,41928625
cg10294956,chr6,32815068
cg26597734,chr16,11057095
cg19332222,chr20,62895124
cg20767890,chr2,172691297
cg15101965,chr17,16953621
cg05091734,chr21,45286664
cg19931223,chr10,97390937
cg22065591,chr11,3827993
cg06456958,chr17,82971021
cg27099134,chr13,41606730
cg19973647,chr14,64856749
cg00808687,chr1,212112293
cg04507642,chr12,51419880
cg08259307,chr10,234884
cg08624445,chr21,44886773
cg05518813,chr19,19365308
cg00661681,chr2,12330996
cg08447690,chr13,112466793
cg18209043,chr7,2216699
cg06371713,chr1,211670087
cg09661161,chr3,105864422
cg19879189,chr6,32051401
cg11588906,chr11,46386720
cg07406223,chr2,200987421
cg26143582,chr18,79047824
cg06119837,chr5,10700638
cg15097336,chr1,114759349
cg22183448,chr22,42087262
cg23411226,chr11,1501555
cg07061541,chr14,103929811
cg26399662,chr3,143121995
cg17950900,chr10,133046706
cg25305444,chr13,39836393
cg03773869,chr10,105176458
cg17647198,chr18,22787968
cg05934796,chr5,171543673
cg21279353,chr1,201621623
cg12648336,chr12,47664617
cg23845203,chr16,25747885
cg16869647,chr8,119124860
cg13387924,chr6,33316607
cg18256118,chr13,64234501
cg21766141,chr12,24404742
cg08869038,chr6,56470253
cg09759523,chr10,7579894
cg13150061,chr14,102219616
cg25450140,chr1,156738580
cg27617936,chr10,48605889
cg17193281,chr15,78543715
cg03340964,chr20,17571884
cg15807846,chr7,101067197
cg13906646,chr6,166479433
cg06365562,chr7,149580810
cg13049686,chr12,132023987
cg03766453,chr5,180243695
cg02144266,chr20,63861776
cg13714241,chr2,207001058
cg15514001,chr20,31909433
cg12091603,chr5,100576346
cg22383595,chr3,133867623
cg16907895,chr13,98578136
cg05840901,chr4,6639278
cg24246187,chr18,9250766
cg26455741,chr17,29555970
cg22224790,chr1,206608603
cg04767208,chr12,53422484
cg24249871,chr1,35058725
cg00451901,chr6,6930484
cg08865640,chr2,240524108
cg18250039,chr3,128745944
cg00596819,chr7,157783728
cg09880254,chr4,140673864
cg03064488,chr2,74854317
cg24075158,chr12,20809276
cg14747209,chr16,29796818
cg20686064,chr6,322964
cg02632890,chr16,1656044
cg14048599,chr21,46407486
cg24508976,chr3,14543271
cg07702509,chr20,38447996
cg12219134,chr2,1109974
cg11097814,chr22,43892775
cg12395259,chr2,63044792
cg22802644,chr1,111161254
cg26835222,chr5,139345108
cg21439818,chr4,22621629
cg19478709,chr8,126116535
cg08952007,chr7,151460734
cg26327618,chr5,42756307
cg06609182,chr4,3233273
cg10793390,chr14,29577411
cg09240267,chr20,32849481
cg05704832,chr1,226120846
cg15431074,chr2,99158796
cg01104995,chr13,113547140
cg14561063,chr10,43707065
cg06413417,chr20,25341170
cg17167116,chr1,29206831
cg03544379,chr19,14942012
cg23698124,chr17,2250883
cg16374722,chr8,100491155
cg23913947,chr1,227563156
cg14377853,chr5,77708075
cg07842928,chr15,78465004
cg25498258,chr2,207876625
cg01773642,chr2,69521320
cg05171646,chr9,79708176
cg24291461,chr10,100989787
cg15523543,chr2,191638703
cg11444668,chr2,27431836
cg01874842,chr22,44365231
cg17716757,chr3,184193570
cg16916353,chr20,47016852
cg06409105,chr6,163630318
cg18974533,chr9,125537938
cg03964316,chr6,30552391
cg16249214,chr15,49651422
cg09715862,chr14,21397473
cg12218774,chr17,562873
cg16625402,chr17,1883706
cg12912459,chr14,74293387
cg08219486,chr17,80828304
cg22648337,chr9,137582661
cg10168419,chr8,43204802
cg09856343,chr4,139736371
cg21886908,chr19,49631787
cg00150418,chr3,50061892
cg05368794,chr1,231239048
cg08089128,chr7,72921138
cg16522602,chr5,80668260
cg25666945,chr2,223788310
cg24299074,chr11,15111541
cg26804848,chr15,42737601
cg01823222,chr16,15086725
cg17338252,chr13,111172022
cg23060747,chr2,239041262
cg27190913,chr2,236507970
cg13505245,chr10,102609128
cg18789472,chr12,19442109
cg22529374,chr10,96798783
cg07842265,chr3,49277922
cg27271430,chr14,68382155
cg10579121,chr17,81385415
cg08712270,chr12,62485993
cg26326806,chr3,186435385
cg01525854,chr2,27338310
cg08543903,chr16,84847775
cg11544916,chr19,29104911
cg14216173,chr18,58137157
cg22667776,chr5,75595676
cg21421242,chr5,43660960
cg06913118,chr1,154551874
cg04321497,chr2,178526968
cg10459087,chr4,40626687
cg21067858,chr8,82162062
cg00362478,chr7,43907948
cg16210324,chr6,161439529
cg12333493,chr4,39711453
cg17195674,chr16,58913543
cg04445499,chr9,109036980
cg15655162,chr9,135507793
cg17661601,chr8,11799183
cg24797528,chr10,110963266
cg15828093,chr6,38054583
cg21615922,chr9,33929089
cg23508264,chr11,62647552
cg25756440,chr6,151228779
cg23728047,chr7,54865654
cg22344617,chr8,11295240
cg00453565,chr11,66560898
cg02307075,chr2,207827781
cg03179941,chr11,35746907
cg11378919,chr13,113503878
cg00717297,chr12,121732250
cg11936554,chr2,127862374
cg04988848,chr1,226964647
cg07042077,chr5,75718434
cg27408748,chr10,78367504
cg14142550,chr22,16749944
cg17704425,chr2,232231743
cg05036547,chr7,152462732
cg25924408,chr20,58293620
cg01460520,chr16,22279028
cg13698261,chr9,95079674
cg12278688,chr1,155642345
cg26149108,chr5,65979433
cg15747884,chr19,58469287
cg05061886,chr22,27796806
cg16345114,chr5,172879109
cg07802872,chr14,55675021
cg14883980,chr2,239678704
cg15500389,chr1,207361116
cg02673305,chr6,32098344
cg05644735,chr7,66114242
cg07244414,chr4,7905496
cg24731420,chr2,12288674
cg25087507,chr7,99486707
cg01695083,chr9,136470936
cg12915406,chr12,132814716
cg27221338,chr7,6485394
cg04814966,chr10,79268442
cg15330054,chr9,5896431
cg12905673,chr5,147780988
cg25683184,chr12,131753958
cg14187088,chr15,92782047
cg25607155,chr4,1978800
cg26003092,chr4,70811909
cg17820326,chr2,41711915
cg20432667,chr14,52117575
cg21573117,chr1,79045187
cg09071043,chr11,29020535
cg02612335,chr12,128932634
cg09829452,chr10,26935046
cg12291343,chr9,127634868
cg01227027,chr20,62799547
cg13902786,chr9,135556114
cg10601761,chr19,4930768
cg08290287,chr19,42239943
cg17586538,chr15,57063651
cg21486579,chr6,143959086
cg02891522,chr4,1974505
cg25103726,chr12,130407744
cg05594095,chr1,6416856
cg24446127,chr15,82235026
cg00691586,chr15,85617531
cg24512311,chr12,2868667
cg16319287,chr6,11264306
cg27431237,chr17,81736653
cg00389672,chr17,29786318
cg01327313,chr15,71335040
cg04571143,chr15,99396722
cg13992360,chr4,169095413
cg06477444,chr19,49908264
cg15658827,chr1,25340415
cg08377550,chr2,241089772
cg17191256,chr10,129867155
cg05482394,chr13,30308136
cg13343694,chr5,72574917
cg02198617,chr14,104985167
cg20065366,chr15,50210319
cg11086877,chr20,54113727
cg05348216,chr6,27255126
cg00886770,chr13,52196796
cg17546118,chr8,6664522
cg06105867,chr6,7482320
cg21377057,chr18,9248757
cg04324509,chr3,101576780
cg14240450,chr10,61431473
cg10105218,chr1,110872362
cg02098273,chr16,70294713
cg15329149,chr8,144308846
cg15312337,chr6,166663455
cg05617289,chr3,42630904
cg04399872,chr14,49689053
cg04190745,chr7,90271395
cg24254891,chr22,39999311
cg23275998,chr7,105614081
cg22309428,chr1,43437420
cg22105367,chr5,54853103
cg18555555,chr6,122778389
cg07738503,chr3,185148805
cg06256880,chr16,90030137
cg01738128,chr10,120511202
cg09708840,chr5,133262117
cg00164720,chr10,87951863
cg21104674,chr13,32911214
cg00933813,chr10,35594676
cg16853660,chr11,32794665
cg15505531,chr4,186428560
cg22997601,chr19,5115613
cg02212772,chr3,48240821
cg02490228,chr20,30361737
cg27322371,chr3,150611605
cg16672287,chr19,28503469
cg20694166,chr2,201860143
cg24339219,chr19,13038702
cg22944934,chr6,31653988
cg00847387,chr4,145704956
cg02724868,chr3,127664588
cg00504885,chr2,8552756
cg19575244,chr6,156772951
cg09909601,chr2,98485545
cg02563469,chr1,15729658
cg20984125,chr6,37459625
cg07106078,chr1,39507445
cg27180636,chr3,75666632
cg20801163,chr2,112786600
cg25735890,chr20,17708625
cg12535551,chr14,50760037
cg23304762,chr8,115587156
cg08336930,chr13,97495793
cg14908249,chr11,101721496
cg01650159,chr5,67267847
cg05269473,chr2,223936353
cg20123222,chr17,337897
cg05686902,chr1,21656158
cg08165666,chr9,89357503
cg02378862,chr16,71330599
cg09974122,chr10,119285171
cg17735372,chr2,24790874
cg12528184,chr2,97907829
cg23627022,chr2,224026550
cg20891987,chr6,30328174
cg07840471,chr2,218590265
cg18039628,chr4,27002985
cg02707114,chr5,54324863
cg03494055,chr10,5439586
cg22778206,chr8,14854968
cg27117313,chr13,112841277
cg07324987,chr14,44453638
cg11874143,chr3,138346909
cg03474251,chr11,111790101
cg03145767,chr18,56658393
cg00898603,chr16,84185050
cg22066747,chr11,65068684
cg22224736,chr1,161367610
cg07596824,chr19,42395084
cg12629103,chr18,78728516
cg05980158,chr12,130994137
cg25275945,chr4,41134305
cg00933306,chr13,60078365
cg15613917,chr2,68646101
cg02739077,chr1,40735255
cg15058600,chr13,40546627
cg13434852,chr10,126969917
cg15307783,chr16,89297721
cg09049879,chr13,102771152
cg23479730,chr14,99215420
cg18883643,chr2,27622366
cg04931599,chr2,39570412
cg13443193,chr9,98211323
cg24004985,chr10,6246967
cg13234088,chr3,125592293
cg06918470,chr16,3290052
cg09488090,chr16,72285867
cg27243102,chr10,50739157
cg20247893,chr3,31748483
cg07911844,chr2,53854339
cg09472330,chr2,20430181
cg06525184,chr9,63807181
cg10548708,chr3,38133965
cg26072428,chr21,17917042
cg04973708,chr16,30733414
cg04885562,chr1,246632308
cg19480482,chr12,54275532
cg11561174,chr4,1632977
cg16678014,chr16,66747367
cg01681072,chr4,658962
cg08016723,chr9,94935209
cg27149326,chr22,20727133
cg04900185,chr1,247738597
cg00083084,chr1,161122421
cg24743149,chr16,12373719
cg14269189,chr7,37435075
cg02286737,chr12,79665775
cg04938082,chr16,69122425
cg23776294,chr22,19604123
cg11250551,chr11,19227096
cg14161440,chr3,64151131
cg21267551,chr1,147761635
cg10885317,chr14,61591216
cg03891048,chr6,159165112
cg11281005,chr13,112742634
cg13646459,chr9,131722212
cg08953850,chr16,30392075
cg06552392,chr17,40176338
cg21340152,chr1,59393129
cg11296945,chr4,75056374
cg21910363,chr3,70985269
cg06557376,chr17,8481289
cg18042859,chr3,124674566
cg22780112,chr16,81563060
cg00058290,chr6,400090
cg00920546,chr22,41194475
cg20692029,chr12,119288879
cg16581224,chr16,49749557
cg21767859,chr4,5793703
cg17931320,chr19,885759
cg24457814,chr14,87988205
cg02567465,chr10,110812848
cg16243388,chr12,118375176
cg26655076,chr2,235811729
cg06925364,chr4,90074782
cg01979171,chr6,32850412
cg01047658,chr2,48551560
cg12924518,chr3,138607374
cg25928521,chr11,14871793
